	Subject	Predicate	Object	Pubmed	Title	Evidence
382	a(TEXT:U18666a)	decreases	a(CHEBI:16393 ! sphingosine)	28117364	Selective inhibition of Ebola entry with selective estrogen receptor modulators by disrupting the endolysosomal calcium.	Consistent with these results, we proved that SERMs and U18666a decrease the sphingosine and increase the endolysosomal calcium.
381	a(TEXT:U18666a)	increases	a(CHEBI:16393 ! sphingosine)	28117364	Selective inhibition of Ebola entry with selective estrogen receptor modulators by disrupting the endolysosomal calcium.	As an Ebola entry inhibitor, U18666a induces sphingosine accumulation within 10min; moreover, sphingosine treatment also induces cholesterol accumulation XREF_BIBR.
380	a(TEXT:U18666a)	increases	a(CHEBI:16113 ! cholesterol)	28117364	Selective inhibition of Ebola entry with selective estrogen receptor modulators by disrupting the endolysosomal calcium.	A filipin staining and Ebola pseudovirion entry assay demonstrated that SERMs and U18666a induce the cholesterol accumulation and inhibit the Ebola entry at the same concentration (approximately 1muM); however, the cholesterol accumulation (8h) appeared after Ebola entry into the cytoplasm (2h), implying that something changed within 2h after the SERMs treatment to mediate the cholesterol accumulation and the inhibition of Ebola entry.
291	a(CHEBI:41774 ! tamoxifen)	decreases	a(TEXT:release)	28117364	Selective inhibition of Ebola entry with selective estrogen receptor modulators by disrupting the endolysosomal calcium.	In this study, our results indicated that both tamoxifen and clomiphene specifically inhibit the release of Ebola from TPC2+ lysosome, and this inhibition is independent of the estrogen receptor pathway.
490	"bp(MESH:D007473 ! ""Ion Channels"")"	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	To test whether the ion channel activity of the SARS-CoV 3a protein is required to stimulate secretion of IL-1beta, we transduced LPS primed BMMs with lentiviruses expressing the SARS-CoV E, V25F, 3a, 3a-CS, or M proteins.
489	"bp(MESH:D007473 ! ""Ion Channels"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In the case of influenza virus, the proton selective M2 ion channel in the acidic trans-Golgi network activates the NLRP3 inflammasome.
103	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	To test whether the ion channel activity of the SARS-CoV 3a protein is required to stimulate secretion of IL-1beta, we transduced LPS primed BMMs with lentiviruses expressing the SARS-CoV E, V25F, 3a, 3a-CS, or M proteins.
287	"a(TEXT:""EMCV 2B protein"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	We previously demonstrated that the influenza virus M2 protein (a proton selective ion channel), its H37G mutant (which has lost its proton selectivity and enables the transport of other cations such as Na + and K +), and the EMCV 2B protein (a Ca 2+ channel) stimulates NLRP3 inflammasome mediated IL-1beta secretion.
288	"a(TEXT:""EMCV 2B protein"")"	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	We previously demonstrated that the influenza virus M2 protein (a proton selective ion channel), its H37G mutant (which has lost its proton selectivity and enables the transport of other cations such as Na + and K +), and the EMCV 2B protein (a Ca 2+ channel) stimulates NLRP3 inflammasome mediated IL-1beta secretion.
89	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In addition, another viroporin 3a was found to induce NLRP3 inflammasome activation.
491	"bp(MESH:D007473 ! ""Ion Channels"")"	decreases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Although alanine substitution at Cys 133, which is required for dimer or tetramer formation, still allows activation of the NLRP3 inflammasome by interacting with caspase-1, the ion channel activity loss mutant 3a-CS (Cys-to-Ser substitution at positions Cys 127, Cys 130, and Cys 133) completely abrogated IL-1beta secretion from LPS primed BMMs, suggesting that the 3a protein of SARS-CoV has the ability to induce the NLRP3 inflammasome activation by multiple mechanisms.
39	p(HGNC:1499 ! CASP1)	increases	"bp(GO:""GO:0046903"" ! secretion)"	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	This event activates the downstream molecule , caspase-1 , which catalyzes the proteolytic processing of pro-IL-1 beta and pro-IL-18 into their active forms and stimulates their secretion ( Kayagaki et al ., 2015 ; Shi et al ., 2015 ) .
55	p(PFAM:PF00803 ! 3a)	increases	"a(TEXT:""IL-1beta Release"")"	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Both K + Efflux and ROS Production Are Involved in the IL-1beta Release Induced by the SARS-CoV 3a Protein.
88	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Here, we provide direct evidence that SARS-CoV 3a protein activates the NLRP3 inflammasome in lipopolysaccharide primed macrophages.
90	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Finally, we investigated the mechanism by which SARS-CoV 3a triggers NLRP3 inflammasome activation.
105	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	These data indicated that the expression of SARS-CoV viroporin 3a is sufficient to stimulate IL-1beta secretion by LPS primed BMMs.
107	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	The ion channel activity of the 3a protein was essential for 3a mediated IL-1beta secretion.
87	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	SARS-CoV 3a was sufficient to cause the NLRP3 inflammasome activation.
108	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Indeed, we found that IL-1beta secretion caused by the 3a protein was significantly inhibited when the extracellular K + concentration increased to 130 mM.
109	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In addition, both K + efflux and mitochondrial ROS production are required for SARS-CoV 3a mediated IL-1beta secretion.
110	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	These observations prompted us to examine whether K + efflux is required for 3a mediated IL-1beta secretion.
111	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Similarly, IL-1beta release induced by the SARS-CoV E and 3a proteins was significantly inhibited by Mito-TEMPO (XREF_FIG).
15	a(CHEBI:24636 ! proton)	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In the case of influenza virus, the proton selective M2 ion channel in the acidic trans-Golgi network activates the NLRP3 inflammasome.
29	"a(TEXT:""2B proteins"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In addition, the 2B proteins of EMCV, poliovirus, enterovirus 71 (EV71), and human rhinovirus (a member of the Picornaviridae family) triggers NLRP3 inflammasome activation by inducing Ca 2+ flux from the ER and Golgi compartments.
28	"a(TEXT:""2B proteins"")"	increases	"a(CHEBI:29108 ! ""calcium(2+)"")"	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In addition, the 2B proteins of EMCV, poliovirus, enterovirus 71 (EV71), and human rhinovirus (a member of the Picornaviridae family) triggers NLRP3 inflammasome activation by inducing Ca 2+ flux from the ER and Golgi compartments.
27	"a(CHEBI:29108 ! ""calcium(2+)"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	In addition, the SARS-CoV E protein acts as a Ca 2+ -permeable ion channels that activates the NLRP3 inflammasome.
180	"bp(GO:""GO:0039707"" ! ""pore formation by virus in membrane of host cell"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Second, viroporins encoded by RNA viruses activates the NLRP3 inflammasome.
179	"bp(GO:""GO:0039707"" ! ""pore formation by virus in membrane of host cell"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Although it remains unclear whether another viroporin 8a of SARS-CoV activates the NLRP3 inflammasome, these data highlights the importance of viroporins in SARS-CoV-induced NLRP3 inflammasome activation.
178	"bp(GO:""GO:0039707"" ! ""pore formation by virus in membrane of host cell"")"	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	These results highlight the importance of viroporins, transmembrane pore forming viral proteins, in virus induced NLRP3 inflammasome activation.
106	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Viroporin 3a of SARS-CoV Is Sufficient to Stimulate IL-1beta Secretion.
86	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:16400 ! NLRP3)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	K + efflux and mitochondrial reactive oxygen species were important for SARS-CoV 3a induced NLRP3 inflammasome activation.
104	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Notably, the 3a-CS mutant completely abrogated IL-1beta secretion (XREF_FIG), suggesting that the ion channel activity of the 3a protein is required for SARS-CoV 3a induced IL-1beta secretion.
684	"a(TEXT:""Mito-TEMPO"")"	decreases	p(HGNC:5992 ! IL1B)	30761102	Severe acute respiratory syndrome coronavirus viroporin 3a activates the {NLRP3} inflammasome.	Similarly, IL-1beta release induced by the SARS-CoV E and 3a proteins was significantly inhibited by Mito-TEMPO (XREF_FIG).
275	p(HGNC:6122 ! IRF7)	increases	p(HGNC:5434 ! IFNB1)	28373583	Sex-Based Differences in Susceptibility to Severe Acute Respiratory Syndrome Coronavirus Infection.	High copy numbers of TLR7 (located on the X-chromosome) and elevated IRF-7 expression in females induce increased IFNbeta production by plasmacytoid dendritic cells and provided protection against HIV infection.
447	"a(TEXT:""mAb MC21"")"	increases	p(HGNC:1603 ! CCR2)	28373583	Sex-Based Differences in Susceptibility to Severe Acute Respiratory Syndrome Coronavirus Infection.	mAb MC21 targets CCR2 and specifically depletes IMMs.
413	"a(CHEBI:151 ! ""D-threo-isocitric acid"")"	decreases	p(HGNC:3467 ! ESR1)	28373583	Sex-Based Differences in Susceptibility to Severe Acute Respiratory Syndrome Coronavirus Infection.	Furthermore, female mice treated with the estrogen receptor antagonist ICI 182, 780 were more susceptible to MA15 infection compared to female mice treated with estrogen receptor agonist and modulator, tamoxifen or vehicle control (XREF_FIG).
412	"a(CHEBI:151 ! ""D-threo-isocitric acid"")"	decreases	p(HGNC:3467 ! ESR1)	28373583	Sex-Based Differences in Susceptibility to Severe Acute Respiratory Syndrome Coronavirus Infection.	Furthermore, while gonadectomy did not affect disease outcome in male mice, ovariectomy or treating female mice with estrogen receptor antagonist ICI 182, 780 resulted increased mortality to SARS-CoV infection, suggesting that estrogen signaling protects female mice from a lethal MA15 infection.
199	p(HGNC:13557 ! ACE2)	increases	"bp(MESH:C000656484 ! ""severe acute respiratory syndrome coronavirus 2"")"	32201080	Spike protein recognition of mammalian {ACE2} predicts the host range and an optimized {ACE2} for {SARS}-{CoV}-2 infection.	We proposed that if M82 in human ACE2 was mutated to N82, the modified human ACE2 will enhance SARS-CoV-2 infection.
198	p(HGNC:13557 ! ACE2)	increases	"bp(MESH:C000656484 ! ""severe acute respiratory syndrome coronavirus 2"")"	32201080	Spike protein recognition of mammalian {ACE2} predicts the host range and an optimized {ACE2} for {SARS}-{CoV}-2 infection.	Interaction interface of SARSr-CoV RBD and cat/dog/pangolin/Chinese hamster ACE2 confirmed the potential interaction between SARS-CoV-2 and cat/dog/pangolin/Chinese hamster ACE2, indicating that these ACE2 could support SARS-CoV-2 entry.
540	a(CHEBI:8735 ! R)	decreases	p(HGNC:8568 ! FURIN)	31160783	Structural basis for human coronavirus attachment to sialic acid receptors.	A mutant gene carrying three R to G amino acid mutations to abolish the furin cleavage ( 754-RRSRG-758 - > 754-GGSGG-758 ) at the S1-S2 junction ( S2 cleavage site ) was also generated following the same strategy .
657	"bp(MESH:D057232 ! ""Global Warming"")"	increases	bp(MESH:D002980 ! Climate)	29436184	Systems Biology-Based Platforms to Accelerate Research of Emerging Infectious Diseases.	Over the last 10 years , the temperature of the earth has increased by approximately 0.4 degrees C , and this global warming has contributed to climate change throughout the world .
310	p(HGNC:10618 ! CCL2)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	23728212	Systems virology: host-directed approaches to viral pathogenesis and drug targeting.	For example, monocyte chemotactic protein 1 (MCP1) was predicted by the model to be especially protective against TNF induced apoptosis, which was confirmed by treating with anti-MCP1 antibody prior to TNF administration.
132	p(HGNC:11892 ! TNF)	increases	"bp(GO:""GO:0006954"" ! ""inflammatory response"")"	23728212	Systems virology: host-directed approaches to viral pathogenesis and drug targeting.	Recent studies of mouse models of intestinal inflammation induced by TNF treatment provide a good example of how systems approaches can be used to evaluate signalling between cell types in a complex tissue environment XREF_BIBR, XREF_BIBR.
14	"bp(GO:""GO:0006955"" ! ""immune response"")"	increases	"bp(GO:""GO:0006954"" ! ""inflammatory response"")"	32113704	The epidemiology and pathogenesis of coronavirus disease ({COVID}-19) outbreak.	In some cases, the multiple peripheral ground-glass opacities were observed in subpleural regions of both lungs [XREF_BIBR] that likely induced both systemic and localized immune response that led to increased inflammation.
589	"a(CHEBI:8290 ! ""Poly(G)"")"	increases	p(PFAM:PF06745 ! ATPase)	10917600	The human coronavirus {229E} superfamily 1 helicase has {RNA} and {DNA} duplex-unwinding activities with 5'-to-3' polarity.	The purified recombinant protein had in vitro ATPase activity that was strongly stimulated by poly (U), poly (dT), poly (C), and poly (dA), but not by poly (G).
570	"a(CHEBI:73300 ! ""poly(deoxythymidylic acid)"")"	increases	p(PFAM:PF06745 ! ATPase)	10917600	The human coronavirus {229E} superfamily 1 helicase has {RNA} and {DNA} duplex-unwinding activities with 5'-to-3' polarity.	The purified recombinant protein had in vitro ATPase activity that was strongly stimulated by poly (U), poly (dT), poly (C), and poly (dA), but not by poly (G).
569	"a(CHEBI:73279 ! ""poly(uridylic acid)"")"	increases	p(PFAM:PF06745 ! ATPase)	10917600	The human coronavirus {229E} superfamily 1 helicase has {RNA} and {DNA} duplex-unwinding activities with 5'-to-3' polarity.	The purified recombinant protein had in vitro ATPase activity that was strongly stimulated by poly (U), poly (dT), poly (C), and poly (dA), but not by poly (G).
568	"a(CHEBI:73276 ! ""poly(deoxyadenylic acid)"")"	increases	p(PFAM:PF06745 ! ATPase)	10917600	The human coronavirus {229E} superfamily 1 helicase has {RNA} and {DNA} duplex-unwinding activities with 5'-to-3' polarity.	The purified recombinant protein had in vitro ATPase activity that was strongly stimulated by poly (U), poly (dT), poly (C), and poly (dA), but not by poly (G).
556	p(FPLX:KCN ! KCN)	increases	p(FPLX:Caspase ! Caspase)	19398035	The ion channel activity of the {SARS}-coronavirus 3a protein is linked to its pro-apoptotic function.	We further demonstrated that the blockade of 3a 's potassium channel activity abolished caspase dependent apoptosis.
557	p(FPLX:KCN ! KCN)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	19398035	The ion channel activity of the {SARS}-coronavirus 3a protein is linked to its pro-apoptotic function.	We further demonstrated that the blockade of 3a 's potassium channel activity abolished caspase dependent apoptosis.
62	p(PFAM:PF00803 ! 3a)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	19398035	The ion channel activity of the {SARS}-coronavirus 3a protein is linked to its pro-apoptotic function.	We previously showed that caspase pathways are involved in 3a induced apoptosis.
119	p(FPLX:p38 ! p38)	increases	a(CHEBI:15356 ! cysteine)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The expression of C / EBP homologous protein ( CHOP ) , which is known to have a pro-apoptotic effect , is activated by p38 MAPK as well as through the PERK signaling pathway [ 56 , 57 ] .
114	p(PFAM:PF00803 ! 3a)	increases	"bp(MESH:D017471 ! ""Receptors, Interferon"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The SARS Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand independent downregulation of the type 1 interferon receptor.
97	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:2726 ! DDIT3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	This shows that transcriptional activation of CHOP expression by the 3a protein was independent of its activation of the p38 MAPK pathway.
99	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:3255 ! EIF2AK3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The 3a Protein Differentially Activates the PERK but Not the IRE-1 and ATF6 Branches of UPR.
16	p(UP:P0DTC2 ! P0DTC2)	increases	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	During viral replication, substantial amounts of viral transmembrane glycoproteins such as the spike (S) and matrix (M) proteins are produced XREF_BIBR, of which the S protein induces ER stress XREF_BIBR.
113	p(PFAM:PF00803 ! 3a)	increases	"bp(MESH:D017471 ! ""Receptors, Interferon"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The SARS Coronavirus 3a Protein Causes Endoplasmic Reticulum Stress and Induces Ligand Independent Downregulation of the Type 1 Interferon Receptor.
130	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	p(HGNC:3449 ! ERN1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Following the activation of IRE-1 by ER stress, its endoribonuclease activity causes unconventional splicing of the mRNA for the X box binding protein 1 (XBP-1).
289	a(CHEBI:29699 ! tunicamycin)	increases	p(HGNC:5432 ! IFNAR1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	There was also a slight decrease in the steady state levels of the IFNAR1 protein in cells that were either treated with tunicamycin or expressed the 3a protein (XREF_FIG).
533	"bp(GO:""GO:0043657"" ! ""host cell"")"	increases	a(CHEBI:36080 ! protein)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	All viruses encode proteins that are synthesized by the host cell and are processed through the cellular protein translocation machinery .
346	a(CHEBI:36080 ! protein)	increases	p(HGNC:3255 ! EIF2AK3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since the 3a protein also activated PERK and its downstream effectors , we tested the effects of this viral protein on IFNAR1 .
126	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	But, prolonged ER stress can also trigger apoptosis.
278	p(HGNC:3265 ! EIF2S1)	decreases	p(HGNC:3265 ! EIF2S1, pmod(Ph))	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since the DN form of eIF2alpha constitutively inhibits phosphorylation of eIF2alpha, the promoter activity of GRP78/94 would be compromised.
100	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:3255 ! EIF2AK3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	In the current study we present evidence that the 3a protein of SARS-CoV elicits UPR by modulating the PERK pathway, and this leads to phosphorylation, ubiquitination and lysosomal degradation of IFNAR1.
112	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:791 ! ATF6)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The 3a Protein Differentially Activates the PERK but Not the IRE-1 and ATF6 Branches of UPR.
101	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:3255 ! EIF2AK3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since the 3a protein also activated PERK and its downstream effectors, we tested the effects of this viral protein on IFNAR1.
118	p(FPLX:p38 ! p38)	increases	p(PFAM:PF00803 ! 3a)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Since the p38 MAPK inhibitor SB203580 showed no significant effect on transcriptional activation of the CHOP promoter in 3a expressing cells, the p38 MAPK pathway is not likely to mediate these effects of the 3a protein.
102	p(PFAM:PF00803 ! 3a)	increases	p(HGNC:3449 ! ERN1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The 3a Protein Differentially Activates the PERK but Not the IRE-1 and ATF6 Branches of UPR.
365	p(HGNC:11177 ! SOAT1)	increases	p(FPLX:Interferon ! Interferon)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The Stat proteins cause transcriptional activation of IFN regulated genes.
45	p(HGNC:3255 ! EIF2AK3)	increases	"bp(GO:""GO:0006457"" ! ""protein folding"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Overall, our results show that 3a expressing cells respond to ER stress by activation of the PERK pathway, which enhances protein folding in the ER instead of activating ERAD, the latter being detrimental to virion biosynthesis.
124	"bp(GO:""GO:0005783"" ! ""endoplasmic reticulum"")"	increases	p(PFAM:PF00803 ! 3a)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Increased transcriptional activation and biosynthesis of ER chaperones would enhance folding of the 3a and other viral proteins in the ER lumen.
51	p(HGNC:3255 ! EIF2AK3)	increases	p(HGNC:5432 ! IFNAR1, pmod(Ph))	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The activation of PERK causes phosphorylation of IFNAR1 within its degron region; this is important for its ubiquitination and downregulation at the cell surface XREF_BIBR.
506	"bp(MESH:D059865 ! ""Endoplasmic Reticulum Stress"")"	increases	p(HGNC:3449 ! ERN1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Following the activation of IRE-1 by ER stress , its endoribonuclease activity causes unconventional splicing of the mRNA for the X box-binding protein 1 ( XBP-1 ) .
504	"bp(MESH:D059865 ! ""Endoplasmic Reticulum Stress"")"	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	But , prolonged ER stress can also trigger apoptosis .
46	p(HGNC:3255 ! EIF2AK3)	increases	"bp(GO:""GO:0006915"" ! ""apoptotic process"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	However, prolonged PERK activation would lead to apoptosis.
123	p(FPLX:p38 ! p38)	increases	p(HGNC:2726 ! DDIT3)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The expression of C/EBP homologous protein (CHOP), which is known to have a pro apoptotic effect, is activated by p38 MAPK as well as through the PERK signaling pathway XREF_BIBR, XREF_BIBR.
32	p(PFAM:PF00803 ! 3A)	increases	p(HGNC:12028 ! HSP90B1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Activation of the grp94 promoter by the SARS-CoV 3a protein was also tested in Huh7 and COS cells.
23	a(TEXT:UPR)	increases	p(HGNC:5432 ! IFNAR1, pmod(Ph))	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The hepatitis C virus (HCV) expresses viral proteins that cause ER stress XREF_BIBR, and HCV induced UPR promotes IFNAR1 phosphorylation, ubiquitination and downregulation XREF_BIBR.
24	a(TEXT:UPR)	increases	p(HGNC:5432 ! IFNAR1, pmod(Ub))	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The hepatitis C virus (HCV) expresses viral proteins that cause ER stress XREF_BIBR, and HCV induced UPR promotes IFNAR1 phosphorylation, ubiquitination and downregulation XREF_BIBR.
402	"bp(MESH:D045473 ! ""SARS Virus"")"	decreases	p(HGNC:5432 ! IFNAR1)	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	We propose here that the 3a protein of SARS-CoV induces degradation of IFNAR1 and elicits apoptotic conditions by transcriptional upregulation of CHOP through differential activation of the PERK arm of UPR.
268	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(MESH:D017471 ! ""Receptors, Interferon"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The SARS Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand independent downregulation of the type 1 interferon receptor.
267	"bp(MESH:D045169 ! ""Severe Acute Respiratory Syndrome"")"	increases	"bp(MESH:D017471 ! ""Receptors, Interferon"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	The SARS Coronavirus 3a Protein Causes Endoplasmic Reticulum Stress and Induces Ligand Independent Downregulation of the Type 1 Interferon Receptor.
347	a(CHEBI:36080 ! protein)	increases	"bp(MESH:D059865 ! ""Endoplasmic Reticulum Stress"")"	20020050	The {SARS} Coronavirus 3a protein causes endoplasmic reticulum stress and induces ligand-independent downregulation of the type 1 interferon receptor.	Interestingly , another protein of this virus , the Orf2 protein , was earlier shown to cause ER stress [ 62 ] .
